beer_id,username,date,text,look,smell,taste,feel,overall,score
106164,aussiebeer,2015-06-19,   Nothing negative about this one,4.5,4.5,4.5,4.5,4.5,4.5
106164,beersdmf17,2014-06-24,  ,,,,,,4.0
106164,foretheloveofbeer,2014-04-20,  ,,,,,,3.75
106164,JohnnyNicks,2014-03-04,  ,,,,,,4.0
106164,Inglewood,2014-02-23,  ,,,,,,4.0
106164,MNPikey,2014-02-06,  ,,,,,,4.0
106164,thinwhiteduke,2014-01-12,  ,,,,,,4.25
106164,ScottyBonzai,2014-01-01,  ,,,,,,3.75
106164,mfnmbvp,2013-12-21,"   22 oz. bottle, with no apparent bottled on date present. Handwritten Batch #75 on the label. My third beer from Chicago's Spiteful Brewing. Poured into a clear balloon snifter. A - Pours a finger and a half of soft fluffy soapy khaki head on top of a bright burnt sienna orange colored body with some ruby red highlights when held to the light. Scattered lacing. Looks very nice. S - Smell is of bright juicy floral & tropical hops, grass, some cream, some soapiness, red / amber malt, caramel, faint molasses / brown sugar, and a hint of alcohol. T - Taste is of big bitter grapefruit hops, peppery rye, caramel / amber malt, some brown sugar sweetness, and some dirty herbal earthiness. M - Feel goes down smooth and clean, with some herbal grapefruit hop bitterness clinging to the palate. Medium full body with good carbonation. Overall, another nice beer from Spiteful Brewing. These guys haven't let me down yet, and by the looks of things, it seems like I'm going to have to try some more of their beers. These local Chicago breweries have really been doing great things lately. Spiteful Brewing Negative Nancy ---4/5.  ",4.0,4.0,4.0,4.0,4.0,4.0
106164,bpgpitt10,2013-12-19,"   A: Great red color. Served with a nice two finger white head that leaves lacing and is downright thick. Not sure what else I could ask for. S: Malt with some spice to it. Citrus that is totally on the lemon side rather than orange/grapefruit/mango. T: Mild sweetness that is balanced with the lemon coming through on the palate. Really low overall residual bitterness. The more I drink it, the more the bitter hangs around a little. It's not overpowering at all though. Light alcohol burn at the end... not necessarily bad though. M: Medium. Maybe a little on the light side. Nothing to write home about. O: Solid beer that I'd have another one of. It doesn't do anything amazing, but it's a solid offering and worth a try.  ",5.0,4.0,3.5,2.75,3.5,3.64
97487,LincolnHawk,2013-09-09,  ,,,,,,3.25
97487,DrewGingras,2013-09-06,  ,,,,,,3.75
97487,BlueWinged35,2013-09-05,  ,,,,,,3.0
97487,iL0VEbeer,2013-09-03,  ,,,,,,3.5
92925,Skabiski,2014-09-07,  ,,,,,,3.25
92925,ConradKenney,2014-09-06,  ,,,,,,3.5
125646,Academymike,2017-08-21,  ,5.0,5.0,5.0,5.0,5.0,5.0
84394,drabmuh,2012-09-14,"   Served on draft at CK, served in a snifter, reviewed from notes. This beer is odd to put it politely, to be less polite, it spent enough time in the barrel to remove any interesting hop character but not long enough to pick up a lot of barrel character, the resulting beer is a dull bland shadow of an IPA that I completely don't understand as a beer. Beer is orangish with a mild haze and some wispy head, mostly clear, looks like beer. Aroma is mildly oaky, some whiskey / booze. Beer is light in body and finishes a little dry with minimal bitterness and some liquor / alcohol / oakiness up front. There is no tannic character to the beer and the overall is just a disappointment. Maybe I just don't like barrel aged IPAs but I have yet to have one that I thought, ""Yeah, this did improve the beer."" IPAs are one of those beers that is close to impossible to improve through the exposure to time, oxygen, and wood. Not saying it cannot be done but this is yet another example in a growing postulate of mine that this is not likely to yield good results. Not a repeat for me.  ",4.0,3.5,3.0,3.0,3.0,3.18
84394,nmann08,2012-09-10,  ,,,,,,3.25
84394,kylehay2004,2012-08-15,"   Single finger head on a clear deep golden body. Some lacing. Mild hops, mostly citrus and metallic notes with oak on the nose. The flavor is interesting with the oak mixing with earthy and metallic hops making a very herbal flavor. Sounds confusing but that's how this beer went. Medium body ad moderate carbonation. Never had a sessioned IPA barrel aged. Unique making it a must try. I am guessing te ABV listed for this one was off a bit but it was advertised at 4.5.  ",4.0,4.0,4.0,4.5,4.0,4.05
125646,halfshell,2017-10-30,  ,4.5,4.75,4.75,4.25,4.5,4.64
125646,Glennp64,2017-10-30,  ,5.0,4.5,4.0,4.5,4.0,4.23
125646,wellsnb,2017-10-29,  ,4.75,4.75,4.75,4.75,4.75,4.75
125646,Qdubb,2017-10-29,  ,4.25,4.5,4.25,4.5,4.5,4.39
125646,Rothobinide,2017-10-29,  ,4.25,4.25,4.5,4.5,4.5,4.43
125646,VoxRationis,2017-10-28,"   Decanted from a 16 oz (473 ml) can into a Tree House snifter; produced on 10/25/2017 -- three days ago. A: Pours a very cloudy, bright, light orange color with a one inch head, good retention, and robust lacing. S: The fragrance reaches out to the nose from a distance while decanting. Aromas of mango, orange, pineapple, and peach predominate. Pepper/pine/spice notes. T: Largely follows the nose with flavors of peach and orange dominant. Bitterness kicks in slowly, leading to a refreshing finish. M: Medium bodied with solid carbonation. Creamy and smooth. O: This is really a great New England style DIPA, honestly the best that I have had. Certainly worth a trip to the brewery.  ",4.75,5.0,4.75,4.5,4.75,4.79
125646,wmcgar01,2017-10-28,  ,5.0,5.0,5.0,5.0,5.0,5.0
125646,DaveCash,2017-10-28,  ,4.75,4.5,4.75,5.0,4.5,4.67
125646,oskinker,2017-10-27,  ,4.75,4.5,5.0,4.75,4.75,4.79
125646,HankSingle,2017-10-26,"   Goodness, me. A gift from a friend, just back from Western MA. I thought it looked a little light - a beautiful, bright, luminous light orange, hazy as the name suggests, but it seemed pale for the stats. Everything else, though. Ripping fruits on the nose, this drinks like the most perfectly balanced mimosa - fresh squeezed orange juice and kinetic effervescence...it's impossible to connect this beer with its alcohol content until after you've finished it, it is just so light, and so lovely. Soft and creamy on the tongue, it leaves the exactly perfect trail of crisp bitterness on the release. I loved this beer, very close to the best one I've ever had, I think. I was shattered when it was gone.  ",4.75,5.0,5.0,5.0,5.0,4.99
125646,Manfrombelmonty,2017-10-26,  ,4.75,4.75,4.75,4.75,4.75,4.75
125646,Holderness,2017-10-26,"   Canned 12 days ago. L — See: Name S — Orange, cream, chalky yeastiness, mango, guava, and, interestingly, a touch of spirulina/chlorella T — Peach and orange dominate the palate. Reminds me more of Julius than Green, but has less of that orange creamsicle quality. Also getting pineapple, papaya, mango, and white bready malts F — Smooth, gently creamy, fluffy texture. Medium- mouthfeel, medium carb. Immensely smooth and drinkable for the ABV. Practically no bitterness, save for a slight tea-like quality between sip and finish. Semi-sweet O — Even though it doesn’t quite top the perfection that is Julius/Green, this is still my favorite DIPA to date. I simply cannot believe that this is 8.2% ABV. Drinking blind, I would guess 5.5% 94/100 EDIT(9/13/18): 2-week-old can. Reaffirming all above notes. It is so hard to not chug this. Straight peach juice  ",4.5,4.5,4.75,4.75,4.75,4.68
125646,bubseymour,2017-10-26,   Do you really need another review? What’s not to like here?,5.0,4.75,5.0,5.0,5.0,4.94
125646,JamieDuncan,2017-10-26,  ,5.0,5.0,4.75,5.0,5.0,4.9
125646,Element1290,2017-10-25,  ,4.25,4.25,4.0,3.75,4.0,4.05
125646,Paul-G,2017-10-25,  ,4.75,4.5,4.5,5.0,4.75,4.62
125646,AndrewCataldo23,2017-10-25,  ,4.75,4.5,4.75,4.5,4.5,4.62
125646,hwy395,2017-10-24,  ,4.5,4.5,4.75,4.5,4.5,4.6
125646,yasky,2017-10-24,"   Near opaque light orange pour, dare i say hazy, thumb sized head, good retention, lacing. Aroma of melon, orange, peach. Orange juice up front, very light dankness, pineapple, canteloupe, peach. Medium body, smooth mouthfeel, perfect for this type of beer. Damn.  ",4.5,4.5,4.5,4.75,4.5,4.53
125646,yossle,2017-10-23,  ,5.0,5.0,5.0,5.0,5.0,5.0
125646,panhandlepints,2017-10-23,  ,4.75,4.75,4.75,4.75,4.75,4.75
125646,Adamostella,2017-10-23,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,cajzr8,2017-10-23,  ,4.5,4.5,4.5,4.5,4.5,4.5
125646,Jsalz21,2017-10-23,  ,4.5,4.25,5.0,4.75,4.75,4.72
125646,CollinaTiger,2017-10-22,  ,4.5,4.5,4.5,4.5,4.5,4.5
63496,Onenote81,2010-11-13,"   Stopped in here with the family for lunch before we headed to Pilot Mt State Park. I've been here in the past and they haven't had any beer at the time. Used to just have 2 offerings. They now have 4, all of which were on tap. I ordered this one as I am a sucker for IPAs. The bartendress wasn't sure if this was an American or English style. I labelled it American from the hop profile. Came out a very dark rusty copper color with a thin white head on it. Little retention, but there were many pretty sip rings left after each sip. The nose was pretty basic with some floral tones and a sharp hoppy scent. Decent body on this one. Moderate carbonation. Good depth. Wonderful bitter hops all over this one. Some faint orange sweetness, grass, and more hops. This one is a hop-head beer for sure. Wasn't sure what to expect from this little place, but if this is any indication of what the rest of their lineup is like, I'll be back to try the rest. Good beer.  ",,,,,,3.73
58482,Gavage,2009-06-05,"   Appearance: orange in color with some yellow highlights. A one finger head lingers around a while. Smell: bread and a spicy yeast aroma is very pleasant on the nose. Taste: bready caramel base with a very spicy yeast flavor that comes through quite strongly. Bitterness is a bit mild, and there is a soft fruit sweetness in the background. Mouthfeel: lightly crisp throughout. Medium bodied. Aftertaste is long as the yeast spiciness lingers in the mouth. Drinkability: this beer went down quite easily and after the second glass, I could have had another. Nice new addition to the regular lineup.  ",4.5,4.5,4.0,4.0,4.0,4.15
58482,ATPete,2009-06-02,"   12oz bottle Pours a hazy yellow color with a medium sized white head. Lots of banana in the aroma right from the get go, bready yeast, clovey wheat beer like spice and a mild dosage of hops. Good flavor, definitely Belgian inspired, i like the serious malt structure here, bready again with just enough sweetness to match. IMO this beer needs more hops, i know they are going for a balanced Belgian/American Pale Ale here but a little added bitterness and crispness from another peppering of hops wouldnt hurt this beer any. None the less another solid offering from Weyerbacher and one im glad to have year round. The artwork and package design is great as well, i think this is the visual direction Weyerbacher needs to take in order to put their beer in more peoples hands.  ",3.5,3.5,3.5,3.5,4.0,3.6
58482,yen157,2009-05-27,"   Honey orange with yellow flashes. Not much head, though a creamy collar remains. Bright, lively nose with big banana, clove phenol, and breadiness reminiscent of raw pizza dough. Flavors follow in lockstep with the nose except that it is punctuated by a pleasant tart yeast character and balanced by mineral water and New World hoppiness, all in bittering and flavor as well as some bubblegum late into the finish. I made the mistake drinking this out of the fridge too cold. Breadiness came out as it warmed. Overall, very good. It does a great job filling the niche of something interesting and sessionable that's not a lager or basic pale.  ",3.5,3.5,4.0,4.0,4.5,3.95
58482,tpd975,2009-03-27,"   A: Pours a slightly cloudy deep piss yellow hue. The head was huge at least 4 fingers in height. The retention was just as ridiculous. Tons of extra thick foam clings to the glass to form 3D lacing. S: Nice light belgian aromas. Light banana with subtle hints of spice. Yeast dominates, but there are nice bready notes as well. T: Very similar to aroma but a bit more bold. Nice Banana like Belgian yeast. Bread, with notes of pepper and clove. M: Medium in body, pretty smooth with great carbonation....almost too much. D: Not bad, the folks in Belgium won't be doing back flips over this one, but it is pretty tasty nonetheless.  ",4.0,3.5,3.5,4.0,4.0,3.68
58482,mikereaser,2009-02-06,"   A - pours a murky orange color with 1/4 inch of foam S - not a whole of aroma, some bananas, floral hops T - again, bananas, bready flavor, with a little bit of floral hop M/D - really dry finish, but nice carbonation. A bit tart to me, not my favorite.  ",3.0,3.0,3.5,3.5,3.5,3.35
58482,akorsak,2008-11-23,"   A 12 oz bottle from the Riserva release last summer. A: The ale is a brilliant, bright golden color, crystal clear save for the stream of bubbles in the center of the glass. A half a finger of head almost spilled out over the glass. S: The aroma is strong, even from an arm's length the Belgian scents are strong. Candi sugars, pepper and dry fruity yeast are all strong. T: Wow! This ale is intensely dry. The yeast strain has done its job and stripped all of the sugars out of this beer. Pepper is strong, tempering the ale with a pleasant heat. The remnants of candi sugar swirl around near the end of each sip. Pale grains add a caramel flavor and a nice dose of citrusy hops is not too strong. The ale is very similar to Orval, save for the lack of brett. M: The mouthfeel is very crisp, clean and sharp with a constant stream of carbonation to keep things jumping. D: A nice one-off offering that, at least for me, got lost behind Thirteen and Riserva.  ",4.0,4.0,4.0,4.5,4.0,4.05
58482,SaCkErZ9,2008-11-16,"   Thanks to Risser09 for this one. Pours from a 12oz bottle into a pilsner glass. SLightly cloudy golden orange color with a stiff and tall white head. Rocky, dense, and massive. Tons of lacing and the head lasts for the duration of consumption. Aroma is slightly subdued. Certainly some belgian sugars, a touch of yeast. Slight earthy hop aroma. Perhaps some spicy corriander or black pepper. Sweet upfront with a sweet hop bite in the back. Belgian sugars. Ends with a different, sweet fruitiness typical in a Tripel. Distinct hop bite in the finish. Finishes really dry and crisp. Somewhat oily as well. I actually enjoyed this one. Seems like it may be an American interpretation as the hops seem to be non tradtional and more citrusy (read: west coast USA). I really liked this, alot. Thanks again to Risser09 for this one.  ",4.5,3.5,4.0,4.0,4.5,4.01
58482,orbitalr0x,2008-10-06,"   12oz bottle. Excited to give this a try. Pours into my glass a hazy yellow orange with a billowing bubbly white head on top. Lots of active carbonation. Aromas start out with sweet pale grain malts along with some banana and spice with a bold clove accent. Belgian yeast as well. Rather mellow. First sip brings a crisp light grain malt upfront that carries with it some sweetness. Some banana and fruit accents follow along with a spiciness of clove and light pepper. Finishes with a touch of Belgian yeast and lingering sweetness. Overall it is just not cohesive and ends up being rather bland. Mouthfeel is on the lighter side with an onslaught of fast moving carbonation. The excess carbonation gets in the way and knocks down my enjoyment of the brew. Overall, I'm really not digging this brew. It falls somewhat flat flavor wise and ends up being rather boring. Thanks to afterexile for the opportunity to try it.  ",4.0,3.0,3.0,2.5,2.5,2.91
58482,PittBeerGirl,2008-08-11,   A- This is a beautiful Belgian Pale. Body is a cloudy pale yellow that is served with a 1-2 finger white foamy head. The head eventually settles down to &lt;1/2 finger and retains this well. Cloudiness is thick and uniform. S- Lots of banana and floral hops come to the nose. Thats about all I was able to gather. T- This is pretty heavy on banana (for the style) upfront. A very perfume-like funky flavor is also present that I can't put my finger on. This all has a moderate yeast backbone and spices added. A little bit of floral hop bitterness comes through for the finish and not much lingers on. M- Weyerbacher did a great job with the mouthfeel. Low-Medium carbonation with a smooth yeasty body. D- This is a decent Pale Ale that is pretty easy to drink. Its strength is definitely the mouthfeel. Definitely not my favorite of the style but a decent example.  ,4.5,3.5,3.0,4.5,3.5,3.46
92742,Smileitsfreetobehappy,2014-09-29,  ,,,,,,3.5
92742,MrMcGibblets,2013-09-28,  ,,,,,,3.75
92742,zestar,2013-09-24,  ,,,,,,3.75
92742,Proclarush,2013-07-21,  ,,,,,,3.75
92742,ste5venla,2013-07-11,  ,,,,,,4.0
144464,Dave_Treat,2014-12-28,  ,3.5,3.75,3.75,3.75,3.75,3.74
144464,Crab_gang,2014-12-27,  ,4.0,3.75,4.0,4.0,4.0,3.94
144464,jbaker67,2014-12-21,  ,4.25,3.75,3.75,4.0,4.0,3.86
58482,Gueuzedude,2008-08-09,"   Quite aromatic smelling as I pour this beer; I get layers of fruit and vibrant spice. A soft pour yields a four-finger thick, light tan colored head in my 25cl tulip glass. The beer is a bright, amber color that shows an almost brilliantly clear, copper color when held up to the light. Aromas of ripe pears, sweet plums and aromatic apples mix with spice notes of big clove and light pepper. Towards the finish some notes of thin, fermented grape juice aromas start to come through; a touch tart, almost cider like and with a mineral, almost metallic edge. A touch of dusty malt towards the finish helps to round things out a bit. An interesting aroma that accentuates fruit and lots of clove. Lightly sweet with a mix of apple and some huge, phenolic driven clove flavors up front. The beer is quite well carbonated, which contributes to a definite fizzy texture as it flows across the tongue. The finish has quite a bit of sharp phenolic notes to it, leaning towards clove but with a touch of a harsher edge and something a bit like cola. Underneath the omnipresent phenolics is a touch of fresh grain character, some soft fruity esters (that the clove notes seem to make cidery at times) and some spicy higher alcohols. Pretty light bodied, though not thin, the carbonation definitely helps with the perceived lightness as well. Definitely characterful for a Belgian Pale Ale. It can be a bit too phenolic at times as the Clove character is a bit dominating. Not bad though.  ",4.0,4.0,3.5,4.0,3.5,3.7
58482,OWSLEY069,2008-08-08,"   Pours a clean orange-ish/ copper color, with a off white head. In the aroma, candy sugar, and green apple. In the taste, sugary, green apples, and green grapes. A smooth and medium mouthfeel, with a dry maltiness in the aftertaste. Good, but a bit sweeter than expected, and a nice small tart fruit note.  ",4.0,4.0,3.5,3.5,3.0,3.55
58482,marcpal,2008-06-25,"   12oz bottle with an ugly, oldschool label that shows this is a one-off brew. Loved this beer at the event a few weeks back and was unhappy only to grab the last few bottles left for sale and would've loved more. Just hope this one starts getting mass produced. The first low abv WB brew that has really blown me away. A: Clear gold, looks like a Belgian- almost the appearance of Duvel hue without the monster head. Still ample foam and spidery lacing that doesnt go anywhere fast. N: Spices, coriander, orange rind, lemon rind. Grassy, hoppy notes a bit biting. Clearly has doughy flavors coming my way and banana yeasts. T: Complexity for the low alcohol- sweetness, fruitiness, hops and spices all take their turns. Stronger flavor profile warmed down a bit. Little bit of dishwasher detergent, but oddly not in a bad way. M: Spices dominate like a good Belgian. Full, doughy and chewy. D: At 6.2%, could drink this all day in any season. Refreshing and tasty- would love to see this one replace House, Muse, Scotch or one of their other more ""session"" oriented beers. Many dont rave about this one, but I do. Completely delicious.  ",4.5,4.0,4.5,3.5,4.5,4.28
58482,Deuane,2008-06-08,"   On gravity fed firkin cask at The Drafting Room, Exton. A-An odd, cloudy/milky golden yellow with a thin white head that left minimal lace. S-Wheat malts, an odd yeast funk and citrus hints. T-Sweet bread up front followed by spice, citrus hops and a bit of funk. A very interesting combo. M-Medium-light body with a fair amount of creaminess. Little carbination, to be expected from a firkin poured brew. Felt somewhat thin. D-Interesting for sure...but something is simply not quite right. A good attempt that may need to be revised.  ",3.5,3.5,4.0,3.5,3.5,3.7
58482,rodcom,2008-05-18,"   Had a growler of the Alpha beer the second night after they cracked open the firkin at the Drafting room in Exton PA. Overall very glad I tried the beer. It is a very unusual taste, color and feel for a beer. First the color/look - pale yellow color, but the yeast leaves it cloudy and there looked to be chunks as you poured it in the glass. Taste wise it was kind of a blend between a Belgian Pale and a wheat beer. Feel - it was a beer you felt like you were chewing it. Usually, I like the warm of a cask style beer, but in this case think it tasted better after I put the growler in the fridge for the second night. My recommendation - definitely try a glass of this beer when you get a chance since it is so different though not positive you will like it enough to try a second, but you will be able to say you had a ""firkin"".  ",4.5,4.0,3.0,4.0,2.0,3.23
58482,Biscuit033,2008-05-17,"   A: Cloudy/milky straw-golden with a thin had and some lace. S: Citrus hints and spice dominate witha tiny bit of grain. T: Slight sweetness up front followed by coriander and other spices typical of Belgian yeasts and a very tiny hint of funk. M: Medium and creany with subtle carbination and a slightly dry finish. D: This was a good experience from the firkin and though, at 6.2% ABV, not quite a session something that I would have a few of.  ",3.5,3.5,3.5,4.0,4.0,3.65
58482,Med,2008-05-16,"   Firkin at The Drafting Room in Spring House. A - Opaque but not too light. A tan color with very little head or lacing. S - Here is where the Belgian yeast starts to show itself. Bubble gum and some citrus with a definite hop presence. T - To me this beer doesn't quite know it's place in the world. It's got some of the ""wheatiness"" of a wit as well as some of the ""bubble gum"" noted in the smell, but an American hop profile. Pleasant, but not something I'd go out of my way for. M - Medium bodied with low carbonation. The fact that this comes from a firkin has a lot to do with this. D - Pleasant. Not bad at all, not great, but pleasant. Certainly an interesting interpretation of a style underrepresented in this area.  ",3.5,3.5,3.5,3.0,3.0,3.35
329435,WoodBrew,2018-07-01,   My old neighbor from Oswego gave me a can of this. The beer poured a hazy orangish with white head that is leaving a nice ring lace. The scent had floral hints. The taste was nicely balanced and easy to drink with potpourri presence. The mouthfeel is lighter in body with good carbonation. Overall it's a solid beer.  ,4.25,4.0,4.0,4.0,4.0,4.02
329435,Luscious_Malfoy,2018-04-08,  ,4.75,4.25,4.0,4.5,4.25,4.21
329435,Skillz,2018-04-03,  ,4.0,4.25,4.0,4.0,4.0,4.06
329435,FBarber,2018-03-27,"   Pours a bright matte colored orange. Completely opaque even when held to the light. Thin white foamy head lingers on top of the beer for some time before dissipating. Aroma has notes of orange, tangerine, orange blossom honey, with a nice cracker malt backbone and a touch of green hops. Taste follows the nose with notes of orange, tangerine, grapefruit, orange blossom honey providing a touch of sweetness. Bit of a rindy bitterness that is cut with the sweetness. Nice fruity flavors accentuated by the sweetness. Overall a very nice flavor profile. Feel is medium to full bodied, mild carbonation. Smooth and easy drinking. Overall another very good above average NE style IPA from Triptych.  ",3.75,4.25,4.0,4.0,4.0,4.05
329435,jschott75,2018-03-24,  ,4.0,4.0,4.0,4.0,4.0,4.0
329435,fredmugs,2018-03-22,  ,4.0,4.0,4.0,4.0,4.0,4.0
329435,Jamison85,2018-03-20,  ,4.0,4.0,4.0,4.0,4.0,4.0
329435,GOBLIN,2018-03-18,  ,4.0,4.0,3.75,3.75,3.75,3.83
104824,Karl_M,2014-04-24,"   Can I say, ""Fuck you, Goose Island""? Just curious. If you don't get your tounge wet with this brew, then you have not had the best bourbon barrel aged stout ever. Vanilla bitterness and cacao darkness blanket this milk stout with the rounding out needed when in the presence of the blessed bourbon sweetness that comes from a freshly emptied cask. The lack of fizz upon pouring and subsequent headless beer in my mug of 5000-mile-old motor oil had me wondering if I'd recieced a dud and dude, it was not a dud. Let me tell you... The carbonation was felt on my tounge from the first heavenly sip through the last savory drop. The words I have cannot describe the decadent internal bliss that is swelling inside me. Batch 209.  ",5.0,5.0,5.0,5.0,5.0,5.0
104824,timc100,2014-04-23,"   Batch 209 - Big, bold, imperial stout - very dark, mocha head, thin barrel-charred lacing. Incredibly pronounced note of raw bourbon - caramel and booze. Other barrel notes of char, oak, vanilla as well as incredibly dark, bitter chocolate and dark roasted coffee. The finish is spectacular - very strong, as if it actually gets bigger. Fresh from the oak - this is very barrel forward with tons of whiskey, and in every way fantastic.  ",4.5,4.25,4.5,4.75,4.5,4.47
104824,cnbrown313,2014-04-23,  ,,,,,,4.5
104824,SocalKicks,2014-04-20,  ,,,,,,4.0
104824,hilgart1,2014-04-19,  ,,,,,,4.5
104824,mhind52,2014-04-16,  ,,,,,,4.5
104824,Irishace9,2014-04-16,  ,,,,,,4.5
104824,beernads,2014-04-15,  ,,,,,,3.5
104824,MarkFy,2014-04-12,  ,,,,,,4.5
104824,camartin27,2014-04-08,  ,,,,,,4.5
104824,srgj88,2014-04-07,  ,,,,,,5.0
104824,blankenhoney,2014-04-06,"   12oz bottle from PW batch #75. Pours very dark with a light frothy head; looks kind of like a glass of cola. On the nose is pungent alcohol, baker's chocolate, and notable sweetness. Taste is rich and intense: bourbon-soaked raisins and dates, creamy chocolate, and lots of burnt brown sugar. But the barrel character tends to overwhelm those more subtle flavors. It's a milk stout, so mouthfeel is on the thinner side but not too thin: smooth and lightly creamy. Overall, this one suffers from the overpowering barrel character, and all the flavors of the original Jones Dog get snuffed out rather than enhanced.  ",3.75,3.5,3.5,4.0,3.75,3.62
104824,Duff27,2014-04-05,  ,,,,,,4.0
104824,Spike-likes-beer,2014-04-04,  ,,,,,,5.0
104824,Mikeypnh,2014-04-04,  ,4.25,4.5,4.25,4.25,4.5,4.36
104824,funkyaudio,2014-03-31,  ,,,,,,5.0
104824,Holland,2014-03-30,  ,,,,,,4.25
104824,Hophead717,2014-03-29,  ,,,,,,4.5
104824,sliks96,2014-03-29,  ,,,,,,4.0
104824,Danimal25,2014-03-28,  ,,,,,,4.5
104824,StoutItOutLoud,2014-03-23,  ,,,,,,4.0
104824,Norseman,2014-03-23,  ,,,,,,4.5
104824,largadeer,2014-03-23,  ,,,,,,3.5
97487,cmmacdonald,2014-08-25,  ,,,,,,3.25
97487,Wolberjs,2014-07-23,  ,,,,,,3.5
97487,DCLAguy11,2014-07-22,  ,,,,,,3.75
97487,FUwolfpacker,2014-06-05,  ,,,,,,3.0
97487,yourefragile,2014-05-25,  ,,,,,,3.5
97487,dar482,2014-02-12,  ,,,,,,3.25
97487,HopsHopenstein,2014-02-02,  ,,,,,,3.5
97487,LoudRed,2014-01-26,  ,,,,,,4.25
97487,4ster,2014-01-22,  ,,,,,,3.5
97487,GJ40,2014-01-08,"   Sampled from a 22oz bottle. Thanks surge1311! This one foamed over upon uncapping it. It didn't explode out but it came in a pretty solid initial flow then continued to bubble for some time. A - A deep golden with a very hazy finish and a big white head (bordering on too big). S - Lots of contributions from the wheat with a grassy, lemony aroma. T - Crisp, clean and dry. Maybe a bit too dry. Nice flavors from the wheat with a slightly tart finish. The maple syrup is faint but contributes. M - A moderate consistency with a high carbonation giving it a lively feel. O - Very refreshing. Between the foam-over and dryness, I think this one over attenuated in the bottle but it was good.  ",3.5,3.5,3.75,3.5,3.5,3.6
97487,Rheaume17,2013-12-23,  ,,,,,,3.25
97487,stereosforgeeks,2013-12-18,  ,,,,,,3.5
97487,MichaelAllenVT,2013-12-16,  ,,,,,,3.5
97487,HuskyinPDX,2013-12-16,"   Bottle opened on 10.21.13 A - Pours a hazy dark honey-orange with a huge fizzy light tan head that fades fast. S - Lots of wheat, canned corn, no maple. T - There it is. Crisp wheat with a touch of maple sweetness. D - Tons of carbonation with a light body. O -- Crisp, light and refreshing with a hint of maple.  ",4.0,3.5,3.5,3.75,4.0,3.66
97487,stakem,2013-12-13,   Bomber into a matching Lawson's snifter. The brew appears a clear golden yellow color with a firm white cap. Some patchy lace sticks to the glass and overall the brew is pretty nice looking. The aroma is grainy wheat with grass and sulfur notes. A little fruity to floral aspect in the back. The nose is pretty simple but clean and enjoyable. The flavor is lightly fruity almost with a hint of something like cider. Some wheat and sulfur are also thrown in there. A faint watered down with a hint of something like earthy maple syrup in the aftertaste. This is a light bodied brew with an effervescent amount of carbonation. A strange and unique combo of character. The fruity apple notes were not expected and didnt quite work.  ,4.5,4.0,3.0,3.5,3.5,3.48
97487,Los1324,2013-12-10,  ,,,,,,3.0
97487,LagersAndAles,2013-12-06,  ,,,,,,4.25
97487,zbodnar1,2013-12-05,  ,,,,,,3.75
97487,tommyguz,2013-12-01,  ,,,,,,3.25
97487,VelvetExtract,2013-11-28,"   A-Pours a cloudy orange hue. Thin, fizzy head grows and falls quickly. Nearl zero lacing. S-Not getting much maple, if any. It's sweet and wheaty with a light, nearly funky aroma. A bit clove. T-Flavor is again, devoid of maple flavor but it's decent all around. A bit of light funkiness, almost tastes Bretty. Wheat and a lasting but not intense sweetness. Some spicey clove. M-Too carbonated. Bubbles expand over the tongue. Very light and otherwise drinkable. Refreshing. O/D-Fairly tasty. Could use more maple but the beer's base is interesting enough.  ",3.75,3.5,3.75,3.75,3.75,3.69
97487,Localdrinklax,2013-11-27,  ,,,,,,3.25
97487,williamjbauer,2013-11-25,  ,,,,,,3.5
97487,Kegatron,2013-11-23,  ,,,,,,3.25
97487,pisano,2013-11-23,  ,,,,,,3.75
97487,josephwa,2013-11-18,  ,,,,,,3.25
124373,West_Chester_Ale_Tester,2016-05-01,  ,,,,,,3.75
97487,akang,2013-11-11,  ,,,,,,3.0
97487,ryan79,2013-11-10,  ,,,,,,4.0
92742,TheManiacalOne,2013-05-26,"   On-tap 3/15/2013 at Track 84 in Warwick, RI, served in a weizen glass. A: The beer is a deep gold color, with a short off-white head that fades slowly and leaves a thin lace on the glass. S: The aroma is very faint but contains caramelized malts, some hops and some citrus. T: The taste starts out bready with a hearty but not too heavy malt character. Then some mildly sweet flavors of caramel and citrus come in. The hops presence is decent in strength, distinctly German and brings a good balance. The after-taste is slightly bready and slightly hoppy. M: Crisp and smooth, medium body, medium carbonation, finish is clean. O: Tasty, goes down very easily, not too filling, mild kick, good representation of style, this is a solid beer to pound down for a very long time.  ",4.0,3.75,4.0,4.25,4.0,3.97
92742,Flounder57,2013-05-11,"   Having on draft at the Union Brewhouse in Weymouth. Appearance: This beer poured a small head that reduced to a small layer. It is a thick looking golden straw yellow that looks similar to their hefeweizen. Nice lacing on the glass as the beer was drank. Smell: cloves, bready malts, bananas, and some sweet malts. Taste: Same as above with mild hoppy flavor and bitterness to the beer. Its just a hoppier version of their hefeweizen. Picking up a little citrus and pine in there. Interesting. Mouthfeel: Smooth, full bodied, low to medium carbonation, a little chewy, and a little hop bitterness too. Overall: This beer should be categorized as a hefeweizen, but this one is hoppier than their normal version. Still very tasty.  ",4.25,4.0,4.0,4.0,4.0,4.02
